id,user_id,order_number,items,base_amount,discount_type,discount_amount,vat_portion,service_fee,total_amount,cash_provided,change,type,time_ordered,timestamp,status,employee_id,created_at,updated_at
66666666-6666-6666-6666-000000080602,00000000-0000-0000-0000-000000000004,13,"[{""menuItem"":{""id"":""11111111-1111-1111-1111-111111111111"",""name"":""Iced Americano"",""category"":""Beverages"",""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94,""hasSizes"":true,""sizes"":{""Small"":{""basePrice"":5.2,""VAT_fee"":0.62,""totalPrice"":5.82},""Medium"":{""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94},""Large"":{""basePrice"":7.2,""VAT_fee"":0.86,""totalPrice"":8.06}}},""quantity"":3,""selectedSize"":""Medium""}]",27.09,None,0,0,0,27.09,27.09,0,Takeout,19:13:00.000Z,2023-01-07T19:13:00.000Z,completed,emp-4,2023-01-07T19:13:00.000Z,2023-01-07T19:13:00.000Z
66666666-6666-6666-6666-000000506794,00000000-0000-0000-0000-000000000005,14,"[{""menuItem"":{""id"":""22222222-2222-2222-2222-222222222222"",""name"":""Espresso"",""category"":""Beverages"",""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6,""hasSizes"":true,""sizes"":{""Single"":{""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6},""Double"":{""basePrice"":7.5,""VAT_fee"":0.9,""totalPrice"":8.4}}},""quantity"":2,""selectedSize"":""Single""}]",25.06,None,0,0,0,25.06,25.06,0,Takeout,16:29:00.000Z,2023-01-07T16:29:00.000Z,completed,emp-5,2023-01-07T16:29:00.000Z,2023-01-07T16:29:00.000Z
66666666-6666-6666-6666-000000153752,00000000-0000-0000-0000-000000000001,15,"[{""menuItem"":{""id"":""11111111-1111-1111-1111-111111111111"",""name"":""Iced Americano"",""category"":""Beverages"",""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94,""hasSizes"":true,""sizes"":{""Small"":{""basePrice"":5.2,""VAT_fee"":0.62,""totalPrice"":5.82},""Medium"":{""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94},""Large"":{""basePrice"":7.2,""VAT_fee"":0.86,""totalPrice"":8.06}}},""quantity"":2,""selectedSize"":""Large""}]",26.84,None,0,0,0,26.84,26.84,0,Takeout,17:41:00.000Z,2023-01-07T17:41:00.000Z,completed,emp-1,2023-01-07T17:41:00.000Z,2023-01-07T17:41:00.000Z
66666666-6666-6666-6666-000000835689,00000000-0000-0000-0000-000000000002,16,"[{""menuItem"":{""id"":""11111111-1111-1111-1111-111111111111"",""name"":""Iced Americano"",""category"":""Beverages"",""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94,""hasSizes"":true,""sizes"":{""Small"":{""basePrice"":5.2,""VAT_fee"":0.62,""totalPrice"":5.82},""Medium"":{""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94},""Large"":{""basePrice"":7.2,""VAT_fee"":0.86,""totalPrice"":8.06}}},""quantity"":2,""selectedSize"":""Medium""}]",14.86,None,0,0,0,14.86,14.86,0,Takeout,22:47:00.000Z,2023-01-08T22:47:00.000Z,completed,emp-2,2023-01-08T22:47:00.000Z,2023-01-08T22:47:00.000Z
66666666-6666-6666-6666-000000188425,00000000-0000-0000-0000-000000000003,17,"[{""menuItem"":{""id"":""33333333-3333-3333-3333-333333333333"",""name"":""Cheeseburger"",""category"":""Main Dishes"",""basePrice"":12.5,""VAT_fee"":1.5,""totalPrice"":14,""hasSizes"":false,""sizes"":null},""quantity"":2,""selectedSize"":""Regular""}]",23.94,None,0,0,0,23.94,23.94,0,Takeout,13:00:00.000Z,2023-01-08T13:00:00.000Z,completed,emp-3,2023-01-08T13:00:00.000Z,2023-01-08T13:00:00.000Z
66666666-6666-6666-6666-000000510107,00000000-0000-0000-0000-000000000004,18,"[{""menuItem"":{""id"":""44444444-4444-4444-4444-444444444444"",""name"":""French Fries"",""category"":""Side Dish"",""basePrice"":7,""VAT_fee"":0.84,""totalPrice"":7.84,""hasSizes"":false,""sizes"":null},""quantity"":2,""selectedSize"":""Regular""}]",28.34,None,0,0,0,28.34,28.34,0,Dine In,22:17:00.000Z,2023-01-08T22:17:00.000Z,completed,emp-4,2023-01-08T22:17:00.000Z,2023-01-08T22:17:00.000Z
66666666-6666-6666-6666-000000996096,00000000-0000-0000-0000-000000000005,19,"[{""menuItem"":{""id"":""22222222-2222-2222-2222-222222222222"",""name"":""Espresso"",""category"":""Beverages"",""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6,""hasSizes"":true,""sizes"":{""Single"":{""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6},""Double"":{""basePrice"":7.5,""VAT_fee"":0.9,""totalPrice"":8.4}}},""quantity"":2,""selectedSize"":""Double""}]",12.12,None,0,0,0,12.12,12.12,0,Takeout,13:04:00.000Z,2023-01-09T13:04:00.000Z,completed,emp-5,2023-01-09T13:04:00.000Z,2023-01-09T13:04:00.000Z
66666666-6666-6666-6666-000000336324,00000000-0000-0000-0000-000000000001,20,"[{""menuItem"":{""id"":""11111111-1111-1111-1111-111111111111"",""name"":""Iced Americano"",""category"":""Beverages"",""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94,""hasSizes"":true,""sizes"":{""Small"":{""basePrice"":5.2,""VAT_fee"":0.62,""totalPrice"":5.82},""Medium"":{""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94},""Large"":{""basePrice"":7.2,""VAT_fee"":0.86,""totalPrice"":8.06}}},""quantity"":1,""selectedSize"":""Large""}]",7.96,None,0,0,0,7.96,7.96,0,Dine In,20:25:00.000Z,2023-01-09T20:25:00.000Z,completed,emp-1,2023-01-09T20:25:00.000Z,2023-01-09T20:25:00.000Z
66666666-6666-6666-6666-000000392182,00000000-0000-0000-0000-000000000002,21,"[{""menuItem"":{""id"":""33333333-3333-3333-3333-333333333333"",""name"":""Cheeseburger"",""category"":""Main Dishes"",""basePrice"":12.5,""VAT_fee"":1.5,""totalPrice"":14,""hasSizes"":false,""sizes"":null},""quantity"":1,""selectedSize"":""Regular""}]",10.01,None,0,0,0,10.01,10.01,0,Dine In,14:50:00.000Z,2023-01-10T14:50:00.000Z,completed,emp-2,2023-01-10T14:50:00.000Z,2023-01-10T14:50:00.000Z
66666666-6666-6666-6666-000000038295,00000000-0000-0000-0000-000000000003,22,"[{""menuItem"":{""id"":""44444444-4444-4444-4444-444444444444"",""name"":""French Fries"",""category"":""Side Dish"",""basePrice"":7,""VAT_fee"":0.84,""totalPrice"":7.84,""hasSizes"":false,""sizes"":null},""quantity"":2,""selectedSize"":""Regular""}]",24.94,None,0,0,0,24.94,24.94,0,Dine In,22:11:00.000Z,2023-01-11T22:11:00.000Z,completed,emp-3,2023-01-11T22:11:00.000Z,2023-01-11T22:11:00.000Z
66666666-6666-6666-6666-000000483118,00000000-0000-0000-0000-000000000004,23,"[{""menuItem"":{""id"":""11111111-1111-1111-1111-111111111111"",""name"":""Iced Americano"",""category"":""Beverages"",""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94,""hasSizes"":true,""sizes"":{""Small"":{""basePrice"":5.2,""VAT_fee"":0.62,""totalPrice"":5.82},""Medium"":{""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94},""Large"":{""basePrice"":7.2,""VAT_fee"":0.86,""totalPrice"":8.06}}},""quantity"":2,""selectedSize"":""Medium""}]",17.46,None,0,0,0,17.46,17.46,0,Takeout,21:51:00.000Z,2023-01-11T21:51:00.000Z,completed,emp-4,2023-01-11T21:51:00.000Z,2023-01-11T21:51:00.000Z
66666666-6666-6666-6666-000000616849,00000000-0000-0000-0000-000000000005,24,"[{""menuItem"":{""id"":""22222222-2222-2222-2222-222222222222"",""name"":""Espresso"",""category"":""Beverages"",""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6,""hasSizes"":true,""sizes"":{""Single"":{""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6},""Double"":{""basePrice"":7.5,""VAT_fee"":0.9,""totalPrice"":8.4}}},""quantity"":2,""selectedSize"":""Double""}]",22.44,None,0,0,0,22.44,22.44,0,Dine In,13:24:00.000Z,2023-01-11T13:24:00.000Z,completed,emp-5,2023-01-11T13:24:00.000Z,2023-01-11T13:24:00.000Z
66666666-6666-6666-6666-000000447270,00000000-0000-0000-0000-000000000001,25,"[{""menuItem"":{""id"":""33333333-3333-3333-3333-333333333333"",""name"":""Cheeseburger"",""category"":""Main Dishes"",""basePrice"":12.5,""VAT_fee"":1.5,""totalPrice"":14,""hasSizes"":false,""sizes"":null},""quantity"":2,""selectedSize"":""Regular""}]",20.76,None,0,0,0,20.76,20.76,0,Dine In,18:37:00.000Z,2023-01-12T18:37:00.000Z,completed,emp-1,2023-01-12T18:37:00.000Z,2023-01-12T18:37:00.000Z
66666666-6666-6666-6666-000000066288,00000000-0000-0000-0000-000000000002,26,"[{""menuItem"":{""id"":""44444444-4444-4444-4444-444444444444"",""name"":""French Fries"",""category"":""Side Dish"",""basePrice"":7,""VAT_fee"":0.84,""totalPrice"":7.84,""hasSizes"":false,""sizes"":null},""quantity"":3,""selectedSize"":""Regular""}]",36.24,None,0,0,0,36.24,36.24,0,Takeout,15:12:00.000Z,2023-01-13T15:12:00.000Z,completed,emp-2,2023-01-13T15:12:00.000Z,2023-01-13T15:12:00.000Z
66666666-6666-6666-6666-000000397624,00000000-0000-0000-0000-000000000003,27,"[{""menuItem"":{""id"":""33333333-3333-3333-3333-333333333333"",""name"":""Cheeseburger"",""category"":""Main Dishes"",""basePrice"":12.5,""VAT_fee"":1.5,""totalPrice"":14,""hasSizes"":false,""sizes"":null},""quantity"":1,""selectedSize"":""Regular""}]",13.48,None,0,0,0,13.48,13.48,0,Dine In,17:20:00.000Z,2023-01-13T17:20:00.000Z,completed,emp-3,2023-01-13T17:20:00.000Z,2023-01-13T17:20:00.000Z
66666666-6666-6666-6666-000000027933,00000000-0000-0000-0000-000000000004,28,"[{""menuItem"":{""id"":""44444444-4444-4444-4444-444444444444"",""name"":""French Fries"",""category"":""Side Dish"",""basePrice"":7,""VAT_fee"":0.84,""totalPrice"":7.84,""hasSizes"":false,""sizes"":null},""quantity"":1,""selectedSize"":""Regular""}]",8.75,None,0,0,0,8.75,8.75,0,Takeout,21:09:00.000Z,2023-01-13T21:09:00.000Z,completed,emp-4,2023-01-13T21:09:00.000Z,2023-01-13T21:09:00.000Z
66666666-6666-6666-6666-000000042395,00000000-0000-0000-0000-000000000005,29,"[{""menuItem"":{""id"":""22222222-2222-2222-2222-222222222222"",""name"":""Espresso"",""category"":""Beverages"",""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6,""hasSizes"":true,""sizes"":{""Single"":{""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6},""Double"":{""basePrice"":7.5,""VAT_fee"":0.9,""totalPrice"":8.4}}},""quantity"":1,""selectedSize"":""Single""}]",8.41,None,0,0,0,8.41,8.41,0,Dine In,18:08:00.000Z,2023-01-14T18:08:00.000Z,completed,emp-5,2023-01-14T18:08:00.000Z,2023-01-14T18:08:00.000Z
66666666-6666-6666-6666-000000851674,00000000-0000-0000-0000-000000000001,30,"[{""menuItem"":{""id"":""44444444-4444-4444-4444-444444444444"",""name"":""French Fries"",""category"":""Side Dish"",""basePrice"":7,""VAT_fee"":0.84,""totalPrice"":7.84,""hasSizes"":false,""sizes"":null},""quantity"":1,""selectedSize"":""Regular""}]",7.15,None,0,0,0,7.15,7.15,0,Dine In,21:38:00.000Z,2023-01-14T21:38:00.000Z,completed,emp-1,2023-01-14T21:38:00.000Z,2023-01-14T21:38:00.000Z
66666666-6666-6666-6666-000000103685,00000000-0000-0000-0000-000000000002,31,"[{""menuItem"":{""id"":""44444444-4444-4444-4444-444444444444"",""name"":""French Fries"",""category"":""Side Dish"",""basePrice"":7,""VAT_fee"":0.84,""totalPrice"":7.84,""hasSizes"":false,""sizes"":null},""quantity"":3,""selectedSize"":""Regular""}]",17.94,None,0,0,0,17.94,17.94,0,Dine In,17:08:00.000Z,2023-01-15T17:08:00.000Z,completed,emp-2,2023-01-15T17:08:00.000Z,2023-01-15T17:08:00.000Z
66666666-6666-6666-6666-000000065999,00000000-0000-0000-0000-000000000003,32,"[{""menuItem"":{""id"":""22222222-2222-2222-2222-222222222222"",""name"":""Espresso"",""category"":""Beverages"",""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6,""hasSizes"":true,""sizes"":{""Single"":{""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6},""Double"":{""basePrice"":7.5,""VAT_fee"":0.9,""totalPrice"":8.4}}},""quantity"":3,""selectedSize"":""Double""}]",42.3,None,0,0,0,42.3,42.3,0,Dine In,21:50:00.000Z,2023-01-15T21:50:00.000Z,completed,emp-3,2023-01-15T21:50:00.000Z,2023-01-15T21:50:00.000Z
66666666-6666-6666-6666-000000163897,00000000-0000-0000-0000-000000000004,33,"[{""menuItem"":{""id"":""55555555-5555-5555-5555-555555555555"",""name"":""Chocolate Cake"",""category"":""Desserts"",""basePrice"":10.5,""VAT_fee"":1.26,""totalPrice"":11.76,""hasSizes"":false,""sizes"":null},""quantity"":2,""selectedSize"":""Slice""}]",27.78,None,0,0,0,27.78,27.78,0,Takeout,13:57:00.000Z,2023-01-15T13:57:00.000Z,completed,emp-4,2023-01-15T13:57:00.000Z,2023-01-15T13:57:00.000Z
66666666-6666-6666-6666-000000589760,00000000-0000-0000-0000-000000000005,34,"[{""menuItem"":{""id"":""55555555-5555-5555-5555-555555555555"",""name"":""Chocolate Cake"",""category"":""Desserts"",""basePrice"":10.5,""VAT_fee"":1.26,""totalPrice"":11.76,""hasSizes"":false,""sizes"":null},""quantity"":3,""selectedSize"":""Slice""}]",33.75,None,0,0,0,33.75,33.75,0,Takeout,14:05:00.000Z,2023-01-16T14:05:00.000Z,completed,emp-5,2023-01-16T14:05:00.000Z,2023-01-16T14:05:00.000Z
66666666-6666-6666-6666-000000121249,00000000-0000-0000-0000-000000000001,35,"[{""menuItem"":{""id"":""22222222-2222-2222-2222-222222222222"",""name"":""Espresso"",""category"":""Beverages"",""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6,""hasSizes"":true,""sizes"":{""Single"":{""basePrice"":5,""VAT_fee"":0.6,""totalPrice"":5.6},""Double"":{""basePrice"":7.5,""VAT_fee"":0.9,""totalPrice"":8.4}}},""quantity"":2,""selectedSize"":""Single""}]",20.64,None,0,0,0,20.64,20.64,0,Dine In,15:51:00.000Z,2023-01-17T15:51:00.000Z,completed,emp-1,2023-01-17T15:51:00.000Z,2023-01-17T15:51:00.000Z
66666666-6666-6666-6666-000000126432,00000000-0000-0000-0000-000000000002,36,"[{""menuItem"":{""id"":""33333333-3333-3333-3333-333333333333"",""name"":""Cheeseburger"",""category"":""Main Dishes"",""basePrice"":12.5,""VAT_fee"":1.5,""totalPrice"":14,""hasSizes"":false,""sizes"":null},""quantity"":3,""selectedSize"":""Regular""}]",18.84,None,0,0,0,18.84,18.84,0,Takeout,16:22:00.000Z,2023-01-17T16:22:00.000Z,completed,emp-2,2023-01-17T16:22:00.000Z,2023-01-17T16:22:00.000Z
66666666-6666-6666-6666-000000635170,00000000-0000-0000-0000-000000000003,37,"[{""menuItem"":{""id"":""11111111-1111-1111-1111-111111111111"",""name"":""Iced Americano"",""category"":""Beverages"",""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94,""hasSizes"":true,""sizes"":{""Small"":{""basePrice"":5.2,""VAT_fee"":0.62,""totalPrice"":5.82},""Medium"":{""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94},""Large"":{""basePrice"":7.2,""VAT_fee"":0.86,""totalPrice"":8.06}}},""quantity"":2,""selectedSize"":""Small""}]",20.44,None,0,0,0,20.44,20.44,0,Takeout,14:39:00.000Z,2023-01-17T14:39:00.000Z,completed,emp-3,2023-01-17T14:39:00.000Z,2023-01-17T14:39:00.000Z
66666666-6666-6666-6666-000000385604,00000000-0000-0000-0000-000000000004,38,"[{""menuItem"":{""id"":""33333333-3333-3333-3333-333333333333"",""name"":""Cheeseburger"",""category"":""Main Dishes"",""basePrice"":12.5,""VAT_fee"":1.5,""totalPrice"":14,""hasSizes"":false,""sizes"":null},""quantity"":1,""selectedSize"":""Regular""}]",5.09,None,0,0,0,5.09,5.09,0,Takeout,18:20:00.000Z,2023-01-18T18:20:00.000Z,completed,emp-4,2023-01-18T18:20:00.000Z,2023-01-18T18:20:00.000Z
66666666-6666-6666-6666-000000412176,00000000-0000-0000-0000-000000000005,39,"[{""menuItem"":{""id"":""44444444-4444-4444-4444-444444444444"",""name"":""French Fries"",""category"":""Side Dish"",""basePrice"":7,""VAT_fee"":0.84,""totalPrice"":7.84,""hasSizes"":false,""sizes"":null},""quantity"":2,""selectedSize"":""Regular""}]",21.1,None,0,0,0,21.1,21.1,0,Takeout,21:24:00.000Z,2023-01-18T21:24:00.000Z,completed,emp-5,2023-01-18T21:24:00.000Z,2023-01-18T21:24:00.000Z
66666666-6666-6666-6666-000000520000,00000000-0000-0000-0000-000000000002,50,"[{""menuItem"":{""id"":""66666666-6666-6666-6666-666666666666"",""name"":""Cappuccino"",""category"":""Beverages"",""basePrice"":5.5,""VAT_fee"":0.55,""totalPrice"":6.05,""hasSizes"":true,""sizes"":{ ""Small"":{ ""basePrice"":5.5,""VAT_fee"":0.55,""totalPrice"":6.05 },""Medium"":{ ""basePrice"":6.5,""VAT_fee"":0.65,""totalPrice"":7.15 },""Large"":{ ""basePrice"":7.5,""VAT_fee"":0.75,""totalPrice"":8.25 }}},""quantity"":1,""selectedSize"":""Medium""}]",7.15,None,0,0,0,7.15,7.15,0,Takeout,10:15:00.000Z,2023-01-19T10:15:00.000Z,completed,emp-2,2023-01-19T10:15:00.000Z,2023-01-19T10:15:00.000Z
66666666-6666-6666-6666-000000520001,00000000-0000-0000-0000-000000000003,51,"[{""menuItem"":{""id"":""77777777-7777-7777-7777-777777777777"",""name"":""Grilled Chicken Sandwich"",""category"":""Main Dishes"",""basePrice"":14.5,""VAT_fee"":1.45,""totalPrice"":15.95,""hasSizes"":false,""sizes"":null},""quantity"":1,""selectedSize"":""Regular""}]",15.95,None,0,0,0,15.95,15.95,0,Dine In,12:30:00.000Z,2023-01-19T12:30:00.000Z,completed,emp-3,2023-01-19T12:30:00.000Z,2023-01-19T12:30:00.000Z
66666666-6666-6666-6666-000000280231,00000000-0000-0000-0000-000000000001,40,"[{""menuItem"":{""id"":""11111111-1111-1111-1111-111111111111"",""name"":""Iced Americano"",""category"":""Beverages"",""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94,""hasSizes"":true,""sizes"":{""Small"":{""basePrice"":5.2,""VAT_fee"":0.62,""totalPrice"":5.82},""Medium"":{""basePrice"":6.2,""VAT_fee"":0.74,""totalPrice"":6.94},""Large"":{""basePrice"":7.2,""VAT_fee"":0.86,""totalPrice"":8.06}}},""quantity"":3,""selectedSize"":""Large""}]",41.22,None,0,0,0,41.22,41.22,0,Takeout,22:08:00.000Z,2023-01-18T22:08:00.000Z,completed,emp-1,2023-01-18T22:08:00.000Z,2023-01-18T22:08:00.000Z
66666666-6666-6666-6666-000000325623,00000000-0000-0000-0000-000000000002,41,"[{""menuItem"":{""id"":""33333333-3333-3333-3333-333333333333"",""name"":""Cheeseburger"",""category"":""Main Dishes"",""basePrice"":12.5,""VAT_fee"":1.5,""totalPrice"":14,""hasSizes"":false,""sizes"":null},""quantity"":2,""selectedSize"":""Regular""}]",11.32,None,0,0,0,11.32,11.32,0,Takeout,20:23:00.000Z,2023-01-19T20:23:00.000Z,completed,emp-2,2023-01-19T20:23:00.000Z,2023-01-19T20:23:00.000Z
